VictoriousSecret,1,575,421,193,5060,3924,0.458432,12.019002,20.331606
VictoriousSecret,2,361,226,77,3550,2881,0.340708,15.707965,37.415584
VictoriousSecret,3,298,171,54,3883,1736,0.315789,22.707602,32.148148
Halos,0,1000,0,76,16589,15138,0.076000,16.589000,199.184211
Halos,1,575,297,0,1137,0,0.000000,3.828283,0.000000
Halos,2,361,213,0,1539,0,0.000000,7.225352,0.000000
Halos,3,298,178,0,2132,0,0.000000,11.977528,0.000000
Halos,0,1000,0,73,16273,14530,0.073000,16.273000,199.041096
Halos,1,573,247,0,1063,0,0.000000,4.303644,0.000000
Halos,2,352,132,0,2452,0,0.000000,18.575758,0.000000
Halos,3,276,128,0,4785,0,0.000000,37.382812,0.000000
SuperDuper,0,1000,0,187,3251,1756,0.187000,3.251000,9.390374
SuperDuper,1,573,555,266,3021,2135,0.479279,5.443243,8.026316
SuperDuper,2,352,318,152,4303,3264,0.477987,13.531447,21.473684
SuperDuper,3,276,230,121,6933,5673,0.526087,30.143478,46.884298
Halos,0,1000,0,75,16642,14933,0.075000,16.642000,199.106667
Halos,1,509,292,0,1189,0,0.000000,4.071918,0.000000
Halos,2,398,241,0,1215,0,0.000000,5.041494,0.000000
Halos,3,347,214,0,3064,0,0.000000,14.317757,0.000000
teamUROP,0,1000,0,702,8546,4677,0.702000,8.546000,6.662393
teamUROP,1,509,276,267,4774,3500,0.967391,17.297101,13.108614
teamUROP,2,398,209,201,2352,1901,0.961722,11.253589,9.457711
teamUROP,3,347,179,172,3084,2442,0.960894,17.229050,14.197674
Chezebot,0,1000,0,451,4874,3130,0.451000,4.874000,6.940133
Chezebot,1,685,550,255,7867,5252,0.463636,14.303636,20.596078
Chezebot,2,376,266,113,4191,3100,0.424812,15.755639,27.433628
Chezebot,3,208,119,50,2271,1787,0.420168,19.084034,35.740000
HandBanana,0,1000,0,221,5870,2790,0.221000,5.870000,12.624434
HandBanana,1,685,415,137,14377,13345,0.330120,34.643373,97.408759
HandBanana,2,376,186,47,3649,3260,0.252688,19.618280,69.361702
HandBanana,3,208,108,27,2640,2226,0.250000,24.444444,82.444444
Chronokeeper,0,1000,0,520,5752,3362,0.520000,5.752000,6.465385
Chronokeeper,1,700,602,263,5724,3483,0.436877,9.508306,13.243346
Chronokeeper,2,474,380,120,4149,1981,0.315789,10.918421,16.508333
Chronokeeper,3,339,259,56,2896,1246,0.216216,11.181467,22.250000
HandBanana,0,1000,0,180,4942,2100,0.180000,4.942000,11.666667
HandBanana,1,700,420,101,9128,8049,0.240476,21.733333,79.693069
HandBanana,2,474,248,69,4261,3898,0.278226,17.181452,56.492754
HandBanana,3,339,164,42,4264,4115,0.256098,26.000000,97.976190
FlipFlop,0,1000,0,209,3677,1375,0.209000,3.677000,6.578947
FlipFlop,1,813,736,366,22015,13993,0.497283,29.911685,38.232240
FlipFlop,2,466,364,151,11111,5665,0.414835,30.524725,37.516556
FlipFlop,3,277,174,55,7209,2124,0.316092,41.431034,38.618182
HandBanana,0,1000,0,215,4722,1865,0.215000,4.722000,8.674419
HandBanana,1,813,536,162,16279,14999,0.302239,30.371269,92.586420
HandBanana,2,466,246,82,7309,6747,0.333333,29.711382,82.280488
HandBanana,3,277,124,44,5183,4447,0.354839,41.798387,101.068182
Halos,0,1000,0,90,19769,17916,0.090000,19.769000,199.066667
